registration_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,products,email,phone,website,status,verified,verification_level,admin_notes
KL1/ME/500/23,SEA BLISS PRIVATE LIMITED (MPEDA #KL1/ME/500/23),SEA BLISS PRIVATE LIMITED,India,Kerala,ERNAKULAM,"16/1920(NEW),22/1379,EDAKOCHI, KOCHI,ERNAKULAM 682010 Kerala",9.9671,76.3031,7,"682010, Kerala, India",Crab|Cuttlefish|Lobster|Octopus|Ribbon Fish|Sardine|Shrimp|Squid,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN MAHI MAHI WHOLE,FROZEN LEATHER JACKET WHOLE,FROZEN SCAD WHOLE,FROZEN INDIAN MACKERAL WHOLE,FROZEN SARDINE WHOLE,FROZEN LEATHER JACKET HEADLESS GUTTED,FROZEN RIBBON FISH,FROZEN LEATHER JACKET,FROZEN MAHI MAHI) Frozen:Shrimp Wild(FROZEN SHRIMP HEAD ON,FROZEN SHRIMP HEADLESS,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLE FISH,FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH INK,FROZEN CUTTLEFISH WINGS,FROZEN CUTTLE FISH FRAGMENTS,FROZEN CUTTLE FISH TENTACLE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE,FROZEN SQUID RINGS,FROZEN SQUID TENTACLE,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS,FROZEN OCTOPUS GUTTED AND CLEANED) Frozen:Lobster(FROZEN LOBSTER WHOLE,INDIVIDUALLY FROZEN LOBSTER WHOLE,FROZEN LOBSTER HEADLESS) Frozen:Crab(FROZEN CRAB WHOLE,FROZEN CRAB CLAW,FROZEN CUT CRAB)",seablissindia@gmail.com,9446509046,WWW.SEABLISS.CO.IN,approved,true,documentation_verified,"MPEDA registered exporter #KL1/ME/500/23. Products: Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN MAHI MAHI WHOLE,FROZEN LEATHER JACKET WHOLE,FROZEN SCAD WHOLE,FROZEN INDIAN MACKERAL WHOLE,FROZEN SAR...."
KL1/ME/424/19,SEA HARVEST EXPORTS (MPEDA #KL1/ME/424/19),SEA HARVEST EXPORTS,India,Kerala,Chithettukara Cochin,"Jupiter Block -9E 17/600 Trinity World, Seaport Airport Road,Chithettukara Cochin 682037 Kerala",9.93988,76.26022,4,"Kochi, Ernākulam, India",,,seaharvestexports@gmail.com,9526780428,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/424/19.
KL1/ME/465/22,SEALINE MARINE PRODUCTS PRIVATE LIMITED (MPEDA #KL1/ME/465/22),SEALINE MARINE PRODUCTS PRIVATE LIMITED,India,Kerala,AROOR,"INDUSTRIAL ESTATE, AROOR 688534 Kerala",9.7556,76.3278,7,"688534, Kerala, India",,,sealinearoor@gmail.com,9846103443,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/465/22.
KL1/ME/472/22,SUN AGRO EXIM (MPEDA #KL1/ME/472/22),SUN AGRO EXIM,India,Kerala,Pallichal Road Ernakulam,"18/1555, Pallichal Road Ernakulam 682005 Kerala",9.9399,76.2602,7,"682005, Kerala, India",Anchovy|Cuttlefish|Grouper|Mackerel|Octopus|Pomfret|Ribbon Fish|Sardine|Shrimp|Squid|Threadfin|Tuna,"Frozen:Fish Wild(frozen red grouper head-on gutted,frozen sardine whole,frozen grouper gutted,frozen skip-jack tuna whole,frozen swordfish head-on gutted,frozen ribbon fish whole,frozen mahi-mahi whole,frozen mackerel whole,frozen pearlspot dressed,frozen anchovy dressed,frozen reefcod steaks,threadfin beam dressed,ribbon fish steaks,black pomfret steaks,sardine pan ready,mackerel pan ready,tuna steaks,cigar minnow whole) Frozen:Shrimp Wild(frozen PD vannamei shrimps,frozen PD argentina shrimps,black tiger easy peel shrimps,PUD red ring shrimps,headless shell-on shrimps,frozen HLSO shrimps,frozen shrimp ring,frozen PUD shrimps,frozen PD tail-on shrimps,frozen blanched PUD shrimps,frozen blanched PD tail-on shrimps) Frozen:Shrimp Aquaculture(frozen PD shrimps,frozen PUD shrimps,frozen PD Tail on shrimps,frozen Blanched PD shrimps,frozen Blanched PUD shrimps,frozen Blanched PD Tail on shrimps) Frozen:Cuttlefish(frozen cuttlefish whole cleaned,frozen baby cuttlefish whole cleaned IQF,frozen cuttlefish whole cleaned IQF,frozen cuttlefish strips,frozen cuttlefish tray pack,frozen blanched cuttlefish strips) Frozen:Squid(frozen squid whole cleaned IQF,frozen stuffed squid,frozen cleaned cut squid,frozen cut squid,frozen squid tubes,squid whole,frozen blanched squid tentacles,frozen blanched squid rings) Frozen:Octopus(frozen octopus gutted tray,frozen baby octopus gutted,frozen octopus gutted tray,frozen octopus ball,frozen octopus tray pack,frozen blanched octopus chopped)",fcubebrand@yahoo.com,04842231671,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/ME/472/22. Products: Frozen:Fish Wild(frozen red grouper head-on gutted,frozen sardine whole,frozen grouper gutted,frozen skip-jack tuna whole,frozen swordfish head-on gut...."
KL1/ME/527/25,THASLEES FRESH EXPORTS (MPEDA #KL1/ME/527/25),THASLEES FRESH EXPORTS,India,Kerala,Malappuram,"Building No. 30 C , Ward No.8, Pothukallu, Bhoodan Colony PO, Near Police Station, Malappuram 679334 Kerala",11.0428925,76.0807838,7,"Malappuram, Ernad, India",,,Tfex2000@gmail.com,9745578721,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/527/25.
KL1/ME/502/23,TRIUMPH OVERSEAS TRADING (MPEDA #KL1/ME/502/23),TRIUMPH OVERSEAS TRADING,India,Kerala,KOCHI,"67/4919, PIONEER TOWERS, SHANMUGHAM ROAD, MENAKA, KOCHI, 682031 Kerala",9.93988,76.26022,4,"Kochi, Ernākulam, India",Crab|Cuttlefish|Lobster|Octopus|Shrimp|Squid,"Frozen:Fish Wild(WHOLE,GILLED & GUTTED,HEADLESS,FILLET SKIN ON,FILLET SKIN OFF,LOINS,HEADLESS GUTTED) Frozen:Shrimp Wild(RAW BLOCK FROZEN H/O,RAW BLOCK FROZEN H/L,FANTAIL ROUND,PEELED AND UN DEVEINED,PEELED AND DEVEINED,SHELL ON,WHOLE) Frozen:Cuttlefish(FOZEN CUTTLE FISH WHOLE,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH TENTACLE,FROZEN CUTTLEFISH INK,FROZEN CUTTLEFISH WINGS) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED,FROZEN SQUIUD TUBE,FROZEN SQUID TENTACLE) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS GUTTED AND CLEANED,INDIVIDUALLY FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS WHOLE CLEANED ,CUT OPEN) Frozen:Lobster(INDIVIDUALLY FROZEN LOBSTER WHOLE,FROZEN LOBSTER MEAT,FROZEN LOBSTER HEADLESS) Frozen:Crab(FROZEN CRAB WHOLE,FROZEN CRAB CLAW,FROZEN CUT CRAB)",triumphoverseastrading@gmail.com,9746233340,www.triumphoverseastrading.com,approved,true,documentation_verified,"MPEDA registered exporter #KL1/ME/502/23. Products: Frozen:Fish Wild(WHOLE,GILLED & GUTTED,HEADLESS,FILLET SKIN ON,FILLET SKIN OFF,LOINS,HEADLESS GUTTED) Frozen:Shrimp Wild(RAW BLOCK FROZEN H/O,RAW BLOC...."
KL1/ME/517/24,UNICUS AQUA PRODUCTS LLP (MPEDA #KL1/ME/517/24),UNICUS AQUA PRODUCTS LLP,India,Kerala,DEVELOPMENT AREA AROOR,"PLOT No.65, DEVELOPMENT AREA AROOR 688534 Kerala",9.7556,76.3278,7,"688534, Kerala, India",,,unicusaqua@gmail.com,09846103443,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/517/24.
KL1/ME/486/22,VK ASHARAF ENTERPRISES (MPEDA #KL1/ME/486/22),VK ASHARAF ENTERPRISES,India,Kerala,KANNUR,"EP 11/418, VAADIYIL PEEDIKA, THALASSERY, KANNUR 670107 Kerala",11.7655,75.4634,7,"670107, Kerala, India",,,vkasharafenterprises@gmail.com,9745462285,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/486/22.
KL1/ME/542/25,XANOTEC (MPEDA #KL1/ME/542/25),XANOTEC,India,Kerala,Poothole P.O,"2nd Floor, Parayil Building Aranattukara Road, Poothole P.O. 680004 Kerala",22.5044,88.1833,7,"680004, Kerala, India",,,xanotec@gmail.com,9072245857,www.xanotec@gmail.com,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/542/25.
KL1/ME/531/25,ZOOM FISHERIES PRIVATE LIMITED (MPEDA #KL1/ME/531/25),ZOOM FISHERIES PRIVATE LIMITED,India,Kerala,R PROPERTIES 10/1871 - A K K VISHWANATHAN ROAD KARUVELIPADY COCHIN,R PROPERTIES 10/1871 - A K K VISHWANATHAN ROAD KARUVELIPADY COCHIN 682005 Kerala,9.93988,76.26022,4,"Kochi, Ernākulam, India",,,amanrazeem@zoomoverseas.com,9895053513,,approved,true,documentation_verified,MPEDA registered exporter #KL1/ME/531/25.
KL1/MT/036/04,ABAD EXIM PVT. LTD (MPEDA #KL1/MT/036/04),ABAD EXIM PVT. LTD,India,Kerala,Ernakulam,"Door No.40/1818, S.No.33, C-17,Bay Pride Mall, Marine Drive, Ernakulam 682031 Kerala",10.0,76.5,1,"Ernākulam, India",Crab|Cuttlefish|Lobster|Octopus|Shrimp|Squid,"Frozen:Fish Wild(WHOLE/GUTTED/SCALE LESS/HLTL GUTTED,HLSLTL GUTTED/ FILLETS/STEAKS/CHUNKS) Frozen:Fish Aquaculture(FROZEN HEAD ON FISH,FROZEN HEAD ON GUTTED FISH,FROZEN HEAD LESS GUTTED FISH,FROZEN HEADLESS SCALELESS GUTTED FISH,FROZEN FISH FILLETS,FROZEN FISH STEAKS,FROZEN FISH CHUNKS,FROZEN FISH HEADLESS TAILLESS GUTTED) Frozen:Shrimp Wild(FROZEN HEAD ON SHRIMP,FROZEN HEAD LESS TAILON SHRIMP,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Shrimp Aquaculture(FROZEN HEAD ON SHRIMP,FROZEN HEAD LESS TAILON SHRIMP,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH STRIPS,FROZEN CUTTLE FISH FILLETS,FROZEN CUTTLE FISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE & TENTACLES,FROZEN SQUID TUBES,FROZEN SQUID RINGS,FROZEN SQUID CHOPS,FROZEN RINGS & TENTACLES) Frozen:Octopus(WHOLE/WHOLE GUTTED/CHOPS) Frozen:Lobster(FROZEN LOBSTER TAILS,FROZEN LOBSTER) Frozen:Crab(WHOLE CRAB, CUT CRAB /IF SHATTER PACK,CLAWS)",gm.exim@abadgroup.in,04842413010,www.abad.co.in,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/036/04. Products: Frozen:Fish Wild(WHOLE/GUTTED/SCALE LESS/HLTL GUTTED,HLSLTL GUTTED/ FILLETS/STEAKS/CHUNKS) Frozen:Fish Aquaculture(FROZEN HEAD ON FISH,FROZEN HEAD ON ...."
KL1/MT/054/05,ABAD FISHERIES PRIVATE LIMITED (MPEDA #KL1/MT/054/05),ABAD FISHERIES PRIVATE LIMITED,India,Kerala,Marine Drive Ernakulam,"S-31/40/1818-C15, 1st floor Baypride Tower, Marine Drive Ernakulam 682031 Kerala",10.0,76.5,1,"Ernākulam, India",Clam|Crab|Cuttlefish|Lobster|Octopus|Shrimp|Squid,"Frozen:Fish Wild(FROZEN FISH WHOLE ROUND/ HEADON GUTTED/ HEAD LESS/,FROZEN FISH HEADON GUTTED SCALE OFF/ FILLETS/,FROZEN FISH STEAKS/CHUNKS/LOINS/CUBES/PORTIONS) Frozen:Shrimp Wild(FROZEN WILD SHRIMP WHOLE/HEADLESS/PD/PUD) Frozen:Shrimp Aquaculture(FROZEN HOSO VANNAMEI SHRIMPS/HL VANNAMEI SHRIMPS/) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE /WHOLE CLEANED /STRIPS/ROE,FROZEN SOFT CUTTLEFISH WHOLE/ WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE / WHOLE CLEANED/SQ RINGS/SQTN/,FROZEN SQ TUBES/ SQ TUBES FILLED WITH TENTACLES/) Frozen:Octopus(FROZEN OCTOPUS WHOLE/GUTTED/CLEANED/CUTPIECE/STRIP,roe) Frozen:Gastropod(FROZEN BAIGAI WHOLE) Frozen:Bivalves(FROZEN CLAM) Frozen:Lobster(FROZEN SLIPPERLOBSTER WHOLE/TAILS/MEAT,FROZEN DEEP SEA LOBSTER WHOLE/TAILS/MEAT) Frozen:Crab(FROZEN WHOLE AND CUT CRAB) Chilled:Fish Wild(CHILLED FISH WHOLE ROUND/ HEADON GUTTED/ HEAD LESS,CHILLED FISH HEAD ON GUTTED SCALE OFF,CHILLED FISH STEAKS,CHUNKS, LOINS CUBES, PORTIONS) Chilled:Shrimp Wild(CHILLED WILD SHRIMP WHOLE/HEADLESS/PD/PUD) Chilled:Cuttlefish(CHILLED CUTTLEFISH WHOLE /WHOLE CLEANED /STRIPS/RO,CHILLED SOFT CUTTLE FISH WHOLE & CLEANED) Chilled:Squid(CHILLED SQUID WHOLE / WHOLE CLEANED/SQ RINGS/SQTN/,CHILLED SQUID TUBE & TUBE FILLED WITH TENTACLES) Chilled:Octopus(CHILLEDOCTOPUS WHOLE/GUTTED/CLEANED/CUTPIECE/STRIP) Chilled:Lobster(CHILLED SLIPPERLOBSTER WHOLE/TAILS/MEAT,CHILLED DEEPSEA LOBSTER WHOLE)",sheraz@abad.in,04844104000,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/054/05. Products: Frozen:Fish Wild(FROZEN FISH WHOLE ROUND/ HEADON GUTTED/ HEAD LESS/,FROZEN FISH HEADON GUTTED SCALE OFF/ FILLETS/,FROZEN FISH STEAKS/CHUNKS/LOINS/CUBE...."
KL1/MT/135/05,ABAD OVERSEAS PRIVATE LIMITED (MPEDA #KL1/MT/135/05),ABAD OVERSEAS PRIVATE LIMITED,India,Kerala,Kochi Ernakulam,"40/1818,C16, Baypride Mall, Marine Drive, Kochi Ernakulam , Kerala 682031 Kerala",9.93988,76.26022,4,"Kochi, Ernākulam, India",Shrimp,"Frozen:Shrimp Aquaculture(HEADON SHELLON VANNAMEI,HEADON SHELLON BLACK TIGER)",anwar@abad.in,04844104000,www.abad.in,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/135/05. Products: Frozen:Shrimp Aquaculture(HEADON SHELLON VANNAMEI,HEADON SHELLON BLACK TIGER)."
KL1/MT/260/11,ABM MARINE PRODUCTS (MPEDA #KL1/MT/260/11),ABM MARINE PRODUCTS,India,Kerala,19/2084-E Nambiampuram Road Palluruthy Cochin,19/2084-E Nambiampuram Road Palluruthy Cochin 682006 Kerala,9.9399,76.2602,7,"682006, Kerala, India",Cuttlefish|Octopus|Shrimp|Squid,"Frozen:Shrimp Wild(FROZEN SHRIMPS WHOLE SEACATCH) Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELLON SHRIMPS,FROZEN HEADON SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH TENTACLES,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CLEANED CUTTLEFISH IF) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES,FROZEN SQUID STUFFED,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS GUTTED)",abmarine@asianetindia.com,9447025716,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/260/11. Products: Frozen:Shrimp Wild(FROZEN SHRIMPS WHOLE SEACATCH) Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELLON SHRIMPS,FROZEN HEADON SHRIMPS) Frozen:Cuttlefish(F...."
KL1/MT/477/22,AI MARINE PRODUCTS INDIA PRIVATE LIMITED (MPEDA #KL1/MT/477/22),AI MARINE PRODUCTS INDIA PRIVATE LIMITED,India,Kerala,Alappuzha,"Plot No.32, KSIDC Industrial Growth Centre, Pallipuram Post, Cherthala, Alappuzha 688541 Kerala",9.41667,76.5,1,"Alappuzha, India",Cuttlefish|Mackerel|Octopus|Ribbon Fish|Shrimp|Snapper|Squid|Tuna,"Frozen:Fish Wild(INDIAN ORIGIN FROZEN SKIPJACK TUNA W/R,INDIAN ORIGIN FROZEN YELLOWFIN TUNA W/R,FROZEN INDIAN MACKEREL WHOLE,FROZEN LEATHER JACKET,FROZEN MAHI MAHI HGT,FROZEN SWORDFISH HGT,FROZEN RIBBON FISH,FROZEN RED SNAPPER) Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN CUT SQUID,FROZEN SQUID PIN BOONELESS,FROZEN SQUID RINGS AND TENDACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED)",aimarinefoodslab@gmail.com,9037383295,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/477/22. Products: Frozen:Fish Wild(INDIAN ORIGIN FROZEN SKIPJACK TUNA W/R,INDIAN ORIGIN FROZEN YELLOWFIN TUNA W/R,FROZEN INDIAN MACKEREL WHOLE,FROZEN LEATHER JACKET,FRO...."
KL1/MT/324/14,AL BADR SEAFOODS PRIVATE LIMITED (MPEDA #KL1/MT/324/14),AL BADR SEAFOODS PRIVATE LIMITED,India,Kerala,COCHIN,"PLOT NO.34 & 33B,CSEZ KAKKANAD, COCHIN 682037 Kerala",9.9746,76.293,7,"682037, Kerala, India",Sardine|Tuna,"Frozen:Fish Wild(FROZEN PRE-COOKED TUNA LOINS,FROZEN TUNA LOINS,FROZEN SKIPJACK TUNA LOINS,FROZEN YELLOWFIN TUNA LOINS,FROZEN TUNA WHOLE ROUND,FROZEN TUNA HEADLESS GUTTED,FROZEN SARDINE HGT) Canned/Bottled/Retort Pouched Product:Cooked(CANNED SARDINES IN VEGETABLE OIL 125 g,CANNED TUNA IN VEGETABLE OIL 160 g,CANNED TUNA IN VEGETABLE OIL 185 g,CANNED TUNA IN SUNFLOWER OIL 160 g,CANNED TUNA IN VEGETABLE OIL 400 g,CANNED TUNA IN VEGETABLE OIL 500 g,CANNED SKIPJACK TUNA IN WATER 1.880 Kgs)",yousef709@yahoo.com,048444034242,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/324/14. Products: Frozen:Fish Wild(FROZEN PRE-COOKED TUNA LOINS,FROZEN TUNA LOINS,FROZEN SKIPJACK TUNA LOINS,FROZEN YELLOWFIN TUNA LOINS,FROZEN TUNA WHOLE ROUND,FROZEN ...."
KL1/MT/478/22,AL FOUZAN EXPORTS (MPEDA #KL1/MT/478/22),AL FOUZAN EXPORTS,India,Kerala,WAYANAD,"KP.VI/153, PARATHODIKA PARALIKUNNU, KAMBALAKKAD PO, WAYANAD 673121 Kerala",11.6106,76.0822,7,"673121, Kerala, India",Anchovy|Croaker|Cuttlefish|Mackerel|Pomfret|Reef Cod|Ribbon Fish|Sardine|Seer Fish|Shrimp|Snapper|Sole|Squid|Tilapia|Tuna,"Chilled:Fish Wild(MACKEREL,SARDINE,WHITE SARDINE,ANCHOVY,SOLE FISH,SOLE FISH BIG,PINK PERCH,MALABAR REEF CODE,HORSE MACKEREL,YELLOW FIN TUNA,SKIP JACK TUNA,RIBBON FISH,REEF CODE,RED SNAPPER,WHITE SNAPPER,KING FISH,SEER FISH,PARROT FISH,MAHI MAHI,SILVER CROAKER,YELLOW CROAKER,TUNA,WHITE POMFRET,BLACK POMFRET,CHINESE POMFRET,LIZARD FISH,PEARL SPOT,ORANGE CHROMIDE,TILAPIA,SNAKE HEAD FISH) Chilled:Shrimp Wild(WHITE SHRIMP,PINK SHRIMP,FLOWER SHRIMP,KARIKKADI,TIGER PRAWNS,BAMBOO SHRIMP,POOVALAN SHRIMPS,SCAMPI,THELLY SHRIMPS) Chilled:Cuttlefish(SEPIA SPP) Chilled:Squid(LOLIGO SPP,DORETHUTHIS SPP)",alfouzanexportsindia@gmail.com,9447084759,,approved,true,documentation_verified,"MPEDA registered exporter #KL1/MT/478/22. Products: Chilled:Fish Wild(MACKEREL,SARDINE,WHITE SARDINE,ANCHOVY,SOLE FISH,SOLE FISH BIG,PINK PERCH,MALABAR REEF CODE,HORSE MACKEREL,YELLOW FIN TUNA,SKIP JACK...."
KL1/MT/250/10,ANCHUTHARA FOOD PRODUCTS (MPEDA #KL1/MT/250/10),ANCHUTHARA FOOD PRODUCTS,India,Kerala,POOCHACKAL PO CHERTHALA,POOCHACKAL PO CHERTHALA 688526 Kerala,9.6634,76.3807,7,"688526, Kerala, India",,,anchutharafoods@yahoo.co.in,919946667300,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/250/10.
KL1/MT/315/14,AQUA GENO EXIM (MPEDA #KL1/MT/315/14),AQUA GENO EXIM,India,Kerala,AROOR P O ALAPPUZHA,"VII/268 TO 273 KELTRON ROAD, AROOR P O ALAPPUZHA, KERALA 680534 Kerala",9.41667,76.5,1,"Alappuzha, India",,,aquagenoexim@gmail.com,04772281017,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/315/14.
KL1/MT/365/16,AQUASTAR MARINE EXPORTS (MPEDA #KL1/MT/365/16),AQUASTAR MARINE EXPORTS,India,Kerala,LANDMARK ENCLAVE VALANJABALAM,"39-3633 E-1, 4th FLOOR, LANDMARK ENCLAVE VALANJABALAM 682016 Kerala",10.41667,76.5,1,"Kerala, India",,,admin@aquastarmexp.com,9562400084,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/365/16.
KL1/MT/337/15,AQUATIC FISHERIES (MPEDA #KL1/MT/337/15),AQUATIC FISHERIES,India,Kerala,CALICUT DIST KERALA,"DOOR NO.1/642 C, NELLIKKAPARAMBA MUKKAM (VIA), CALICUT DIST KERALA 673602 Kerala",13.055,80.2767,7,"673602, Kerala, India",,,azeezfoursome@gmail.com,04952209547,,approved,true,documentation_verified,MPEDA registered exporter #KL1/MT/337/15.
