eic_approval_no,eic_plant_name,eic_address,mpeda_registration_no,mpeda_firm_name,mpeda_address,mpeda_email,mpeda_phone,mpeda_mobile,mpeda_website,mpeda_products,match_type
1195,WEST COAST FOODS,"PLOT NO. 34, GIDC, VANANA PORBANDAR-360575, INDIA",GU3/MT/015/15,WEST COAST FOODS,"FISH MARKET, LATI BAZAR PORBANDAR 360575 Gujarat",westcoastfoods@gmail.com,9825230276,9979857900,nan,"Frozen:Fish Wild(FROZEN BABY GHOL (IWP),FROZEN KOOTH FILLET (IQF),FROZEN KOOTH FILLETS SKINLESS BONELESS (IQF),FROZEN HL/TL/GUTTED GHOL (IWP),FROZEN HL/TL/GUTTED KOOTH (IWP),FROZEN GROUPER FILLET (IQF),FROZEN HEAD ON / GUTTED GROUPER (IQF/IWP),FROZEN HEAD ON GROUPER (IQF/IWP),FROZEN HEAD ON / GUTTED KING FISH (IWP),FROZEN MAHI-MAHI STEAKS (IQF),FROZEN KING FISH STEAKS (IQF),FROZEN RIBBON FISH CHUNKS (IQF),FROZEN RIBBON FISH WHOLE (IWP),FROZEN RIBBON FISH WHOLE,FROZEN SILVER CROAKER,FROZEN YELLOW CROAKER,FROZEN CROAKER FISH,FROZEN EEL FISH WHOLE,FROZEN SILVER POMFRET (IQF/IWP),FROZEN HEAD ON / GUTTED MAHI-MAHI (IWP),,FROZEN BARRACUDA WHOLE,FROZEN BLACK POMFRET (IQF/IWP),FROZEN INDIAN MACKEREL,FROZEN GROUPER FINGER CUT (IQF),FROZEN CAT FISH,FROZEN INDIAN OIL SARDINE,FROZEN HORSE MACKEREL,FROZEN YELLOW TAIL SCAD,FROZEN RANI FISH,FROZEN LEATHER JACKET,FROZEN LEATHER JACKET HL/TL/GTD,FROZEN TIGER TOOTH CROAKER,FROZEN SOLE FISH,FROZEN LEATHER SKIN WHOLE,FROZEN BIG EYE INDIAN MACKEREL,FROZEN STING RAY,FROZEN SEER FISH,FROZEN MAHI-MAHI WHOLE,FROZEN KING FISH,FROZEN EMPEROR WHOLE,FROZEN TREVALLY,FROZEN REEF COD WHOLE,FROZEN BOMBAY DUCK,FROZEN CHINESE POMFRET,FROZEN BLACK SEA BREAM,FROZEN WHITE SEA BREAM,FROZEN SNAPPER,FROZEN INDIAN CONGER EEL FISH,FROZEN LIZARD FISH,FROZEN KATI FISH,FROZEN ILLISA ILLISA,FROZEN HALIBUT,FROZEN LITTLE TUNA,FROZEN LONG TAIL TUNA,FROZEN YELLOW FIN TUNA,FROZEN SKIPJACK TUNA,FROZEN BIG EYE TUNA,FROZEN BULL EYE WHOLE,FROZEN SQUID WHOLE,FROZEN TILAPIA WHOLE) Frozen:Shrimp Wild(FROZEN PUD SHRIMPS (IQF),,FROZEN PD SHRIMPS (IQF),FROZEN PUD SHRIMPS BLOCK,FROZEN RAW PD TAIL-ON SHRIMPS (IQF),FROZEN RAW HEADLESS SHELL ON SHRIMPS (IQF),FROZEN RAW HEADLESS SHELL ON SHRIMPS BLOCK,FROZEN PD SHRIMPS BLOCK) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE CLEANED (IQF),FROZEN CUTTLE FISH STRIPS (IQF),FROZEN CUTTLE FISH TENTACLES (IQF),FROZEN BABY CUTTLE FISH WHOLE CLEANED (IQF),FROZEN CUTTLE FISH WHOLE CLEANED (TRAY PACK),,FROZEN CUTTLE FISH WHOLE CLEANED BLOCK,FROZEN CUTTLE FISH WHOLE (IQF),FROZEN CUTTLE FISH WHOLE BLOCK,FROZEN CUTTLE FISH ROE (IQF),FROZEN CUTTLE FISH FILLET (IQF),FROZEN CUTTLE FISH FILLET BLOCK,FROZEN CUTTLE FISH ROE BLOCK,FROZEN CUTTLE FISH WHOLE CLEANED SKEWERS (IQF),,FROZEN CUTTLE FISH WHOLE) Frozen:Squid(FROZEN SQUID WHOLE CLEANED (IQF),FROZEN SQUID WHOLE CLEANED BLOCK,FROZEN SQUID WHOLE CLEANED TRAY PACK,FROZEN STUFFED SQUID WHOLE CLEANED (IQF),,FROZEN SQUID TUBES (IQF),FROZEN SQUID TUBES BLOCK,FROZEN SQUID TUBES & SQUID TENTACLES,FROZEN SQUID WHOLE (IQF),FROZEN SQUID WHOLE BLOCK,FROZEN BABY SQUID WHOLE BLOCK,FROZEN SQUID WHOLE TRAY PACK,FROZEN BABY SQUID WHOLE,FROZEN SQUID WHOLE,FROZEN BABY SQUID PIN BONE OUT) Frozen:Octopus(FROZEN OCTOPUS WHOLE CLEANED (IQF),,FROZEN OCTOPUS WHOLE CLEANED TRAY PACK,FROZEN OCTOPUS WHOLE) Frozen:Lobster(FROZEN SAND LOBSTER,FROZEN ROCK LOBSTER(PANULIRUS PLOYHAGUS),FROZEN ROCK LOBSTER(PANULIRUS ORANTUS),FROZEN ROCK LOBSTER(PANULIRUS HOMARUS),FROZEN DEEP SEA LOBSTER) Chilled:Fish Wild(FRESH CHILLED GHOL,FRESH CHILLED THREADFIN FISH,FRESH CHILLED BOMBAY DUCK,FRESH CHILLED SILVER POMFRET 300 GM UP,FRESH CHILLED BLACK POMFRET 500 GM UP,FRESH CHILLED SNAPPER,FRESH CHILLED CROAKER,FRESH CHILLED WOLF HERRING,Fresh & Chilled Cat fish,Fresh & Chilled Croaker,Fresh & Chilled Ghol,Fresh & Chilled Indian Salmon,Fresh & Chilled Red snapper,Fresh & Chilled Threadfin Fish,Fresh Chilled Brown Grouper,FRESH CHILLED INDIAN CONGER EEL,FRESH CHILLED COBIA FISH,FRESH CHILLED WHITE FISH,FRESH CHILLED REEF COD,Fresh & Chilled Katti fish,Fresh & Chilled Tomato grouper,Fresh & Chilled Parrot fish,Fresh & Chilled Emperor,Fresh & Chilled Seer Fish,Fresh & Chilled white Snapper) Chilled:Shrimp Wild(Fresh & Chilled Jawala Shrimps,Fresh Chilled Tiger Prawns) Chilled:Lobster(Chilled Lobster,FRESH CHILLED LOBSTER 300GM UP) Chilled:Crab(Fresh Chilled Blue Swimming Crab,Fresh Chilled Mud Crab)",name_only
1196,KAN VICTUAL PVT. LTD. UNIT-II,"R. S. No. 796, Paiki 1, All Weather Port Road, Bokhira, Porbandar-360575 , Gujarat, India",,,,,,,,,no_match
1197,SONIA FISHERIES PVT. LTD.,"Plot No.M-39,MIDC, Taloja, District-Raigad , Maharashtra - 410208, India",MA1/MT/271/13,SONIA FISHERIES PVT. LTD.,"PLOT NO. M-39, MIDC, TALOJA, DIST. RAIGAD 410208 Maharashtra",silverseafoodmumbai@gmail.com,02227401733,8425841056,www.silverseafoodindia.com,"Frozen:Fish Wild(FROZEN SILVER POMFRET,FROZEN YELLOW CROAKER,FROZEN BLACK POMFRET,FROZEN CHINESE POMFRET,FROZEN TILAPIA,FROZEN TILAPIA MOON CUT,FROZEN INDIAN MACKEREL,FROZEN RIBBON FISH,FROZEN SILVER CROAKER) Frozen:Shrimp Wild(FROZEN HLSO BROWN SHRIMP,FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN HEADON SHRIMPS,FROZEN PD SHRIMP WHITE,FROZEN EZ PEEL SHRIMP WHITE) Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI SHRIMPS,FROZEN HEADON VANNAMEI SHRIMPS,FROZEN PD SHRIMPS,FROZEN PDTO SHRIMPS,FROZEN EZ PEEL SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN CUT SQUID,FROZEN CUT SQUID WITH TENTACLE)",name_only
1198,"QUALITY EXPORTS, UNIT-II","Plot No. SB 64, 65, 66 & 67, Cuncolim Industrial Estate, Cuncolim, Goa -403703, India",,,,,,,,,no_match
1199,AMAR STERILISED FISH MEAL,"Jawar Naka, Porbandar-360579, Gujarat, India",GU3/MT/088/24,AMAR STERILISED FISH MEAL,"(A Unit of Vistar Amar Limited) Jawar Naka, 360575 360575 Gujarat",amarsterilisedfishmeal@gmail.com,9825414125,9825232796,nan,Others-Non Edible:Fish Skin/Nails/Gills/Scale(Dried Sterilized Fish Meal Powder),name_only
1201,Keval Exports,"GMB Plot No. 24/26, In B Port Area, Veraval â?? 362267, Gujarat, India",GU1/MT/087/07,KEVAL EXPORTS,"Plot no. 24/26 Port Area, Ward -B, Veraval 362265 Gujarat",kevalexports@yahoo.co.in,02876232499,9824411251,nan,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER FISH,FROZEN SILVER AND YELLOW CROAKER,FROZEN BIG MOUTH CROAKER,FROZEN KATTI FISH,FROZEN EEL FISH,FROZEN GHOL FISH,FROZEN REEF COD,FROZEN HILSA FISH,FROZEN SOLE FISH,FROZEN SEA BREAM,FROZEN BARRACUDA,FROZEN SNAPPER,FROZEN CAT FISH,FROZEN SQUID WHOLE,FROZEN CUTTLE FISH,FROZEN TUNA FISH,FROZEN SKIPJACK TUNA,FROZEN YELLOW FIN TUNA,FROZEN BIG EYE TUNA,FROZEN SEER FISH,FROZEN INDIAN MACKEREL,FROZEN BOMBAY DUCK WHOLE & HL/TL,FROZEN MAHI MAHI,FROZEN SILVER PROMFRET,FROZEN CHINESE POMFRET,FROZEN SPANISH MACKEREL,FROZEN HORSE MACKEREL,FROZEN LEATHER JACKET,FROZEN QUEEN FISH,FROZEN DORAB FISH,FROZEN DARA FISH)",name_only
1202,"Forstar Frozen Foods Pvt. Ltd. Unit-2,","Plot No.M-53 / 1, MIDC, INDUSTRIAL AREA, TALOJA,   DIST - RAIGAD -   410 208, MAHARASHTRA, INDIA",,,,,,,,,no_match
1205,Nanak Nutritions Food (Taloja) Pvt. Ltd.,"Plot No. M-57,MIDC,Taloja,Dist.- Raigad,Maharashtra-410208,India",MA1/RX/415/21,NANAK NUTRITIONS FOOD (TALOJA) PVT. LTD.,"M-57, M.I.D.C. , TALOJA, TAL.- PANVEL, DIST - RAIGAD 410208 Maharashtra",a1234swad@hotmail.com,912741144849,9820377168,nan,"Frozen:Fish Wild(FROZEN TILAPIA WHOLE,FROZEN TILAPIA CLEANED (MOON CUT),FROZEN TILAPIA GS,FROZEN TILAPIA GGS,FROZEN PABDA,FROZEN TENGRA,FROZEN BOAL FISH,FROZEN ROHU WHOLE,FROZEN MACKEREL WHOLE,FROZEN SILVER POMFRET,FROZEN BLACK POMFRET,FROZEN BOMBAY DUCK,FROZEN RIBBONFISH STEAKS) Frozen:Shrimp Wild(FROZEN SCAMPI WHOLE,FROZEN PINK PUD SHRIMPS,FROZEN RAW PD BLACK TIGER SHRIMPS) Frozen:Shrimp Aquaculture(FROZEN HOSO VANNAMEI SHRIMP,FROZEN HLSO VANNAMEI SHRIMPS,FROZEN PD VANNAMEI SHRIMPS,FROZEN PUD VANNAMEI SHRIMPS,FROZEN PD TAIL ON VANNAMEI SHRIMPS,FROZEN EZ PILL VANNAMEI SHRIMPS,FROZEN RAW PD BLACK TIGER SHRIMPS,RAW HEAD ON SHELL ON BLACK TIGER SHRIMP,FROZEN BLACK TIGER SHRIMPS HEADLESS SHELL ON EASY,FROZEN RAW PDTO BLACK TIGER SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH STRIPS) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE,FROZEN SQUID TENTACLES,FROZEN CUTTED SQUID TENTACLES & RINGS SKIN ON,FROZEN RAW SEAFOOD MIX,FROZEN BABY SQUID WHOLE) Frozen:Octopus(SEAFOOD MIX (FROZEN OCTOPUS CUT))",name_only
1206,Rich Marine Export,"Plot No. 904, G.I.D.C. Estate, Veraval-362269, Gujarat, India",GU1/MT/251/13,RICH MARINE EXPORT,"PLOT NO.904, GIDC ESTATE, VERAVAL 362269 Gujarat",richmarineexports@gmail.com,9825220517,0990458458,nan,"Frozen:Fish Wild(Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN CROAKER,,FROZEN YELLOW CROAKER,FROZEN SILVER CROAKER,FROZEN REEF COD WHOLE,FROZEN INDIAN MACKEREL,FROZEN SOLE FISH,FROZEN HORSE MACKEREL,FROZEN BLACK SEABREAM,FROZEN GROPUER WHOLE ROUND),Frozen:Cuttlefish(FROZEN CUTTLE FISH, IQF,FROZEN CUTTLEFISH WHOLE CLEANED IQF,FROZEN SQUID WHOLE IQF,FROZEN BABY SQUID IQF,FROZEN SQUID TUBE & TENTACLES IQF,FROZEN SHRIMPS/HLSO/PUD/PD/PDTO)IQF,Frozen:Octopus(FROZEN BABY OCTOPUS WHOLE,,FROZEN OCTOPUS WHOLE (LONG LEG),BLOCK,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE CLEANED (TRAY PACK))IQF)",name_only
1207,AKSHA FISH MEAL & OIL,"Survey No- 63, N.H 8E, Village- Gosa, Porbandar, Gujarart,India",,,,,,,,,no_match
1208,Kalpana Impex.,"Plot No 403, G I D C Estate, Veraval",GU1/MT/254/14,KALPANA IMPEX,"PLOT NO.403, GIDC ESTATE, VERAVAL 362269 Gujarat",kalpana.impex@hotmail.com,9227405460,9825221688,http://www.kalpanaimpex.com,"Frozen:Fish Wild(FROZEN RIBBON FISH, FROZEN SOLE FISH,FROZEN SILVER CROAKER, FROZEN YELLOW CROAKER,FROZEN CROAKER FISH, FROZEN BIG MOUTH CROAKER,FROZEN TIGER TOOTH CROAKER,FROZEN LEATHER JACKET WHOLE AND HGT,FROZEN INDIAN MECKEREL, FROZEN HORSE MECKEREL,FROZEN CAT FISH WHOLE, FROZEN LIZARD FISH,FROZEN REEF COD WHOLE AND ROUND,FROZEN STING RAY WHOLE,FROZEN HILSA FISH, FROZEN SEER FISH,FROZEN BARACUDA, FROZEN BOMBAY DUCK,FROZEN SKIP JACK TUNA , FROZEN YELLOW FIN TUNA,FROZEN JAPANES THREADFIN BREAM,FROZEN BLACK SEA BREAM,FROZEN QUEEN FISH, FROZEN LEATHER SKIN,FROZEN EEL FISH,FROZEN YELLOW TAIL SCAD)",name_only
1209,"Winsor World Export .,","Plot No. 801, 802/1/2, GIDC Estate, Veraval-362269, Gujarat, India",GU1/MT/346/19,"WINSOR WORLD EXPORT,","Plot No.801/802-1/2, GIDC ESTATE, Br. Office at : PLOT NO:103/1, GIDC Estate, VERAVAL 362269 Gujarat",winsorworldexp.2017@gmail.com,9227339111,9227339111,nan,"Frozen:Fish Wild(FROZEN RIBBON FISH,YELLOW CROAKER,SILVER CROAKER,LEATHER JACKE,INDIAN MACKEREL,HORSE MACKEREL,COBIA FISH,SOLE FISH,YELLOW FIN TUNA,BONITO TUNA,SKIP JACK TUNA,LONG TAIL TUNA,MAHI MAHI FISH,SILVER POMFRET,BLACK POMFRET,EEL FISH,LIZARD FISH,BARRACUDA FISH,KING FISH,PINK SNAPPER,Japanese Threadfin Bream,REEF COD,COWTAIL STING RAY,CHINESE POMFRET,SEER FISH,LITTLE TUNNY,KING MACKEREL,BULL EYE,BIG EYE TUNA,SNAPPER,LONG SPINE GROUPER,THORNYCHEEK GROUPER,TIGER TOOTH CROAKER,SIN CROAKER,YELLOWTAIL SCAD,INDIAN SCAD,BIGEYE SCAD,DOUBLE SPOTTED QUEEN FISH,LEATHER SKIN,MALABAR TREVALLY,LARGE HEADED RIBBON FISH,LEATHER JACKET,HAIRTAIL RIBBON FISH,SPOTTED CAT FISH,GIANT MARINE CAT FISH,CAT FISH,INDIAN OIL SARDINE,HILSA,INDIAN HALIBUT,SMOOTH WOLF HERRING,MALABAR TONGUE SOLE,BOMBAY DUCK,INDIAN SALMON,INDIAN THREADFIN,SWORD FISH,BLACK MARLIN,INDO PACIFIC SAIL FISH,INDIAN CONGER EEL,SEA BASS,GOAT FISH,PARROT FISH,MILK FISH,WHITE FISH,LONG SPINE SEA- BREAM,BARRAMUNDI,GREY MULLET,CATLA,FROZEN:SHRIMP WILD(KARIKADI SHRIMP,GHOLEFISH,INDIAN WHITE PRAWN,BLACK TIGER PRAWN,MANDAPAM FLOWER PRAWN,PACIFIC WHITE SHRIMP,FLOWER PRAWN,PINK SHRIMP,SAND SHRIMP,KING PRAWN,ARABIAN RED SHRIMP,DEEP SEA SHRIMP,KUTCH PRAWN,SPECKLED PRAWN,TIGER PRAWN,KURUMA PRAWN,RAINBOW PRAWN,HUNTER SHRIMP,FROZEN:CUTTLEFISH(PHARAOH CUTTLEFISH,CUTTLE FISH,N,FROZEN:SQUID(SQUID,INDIAN SQUID,NEEDLE SQUID),FROZEN:OCTOPUS(OCTOPUS (MARBLED OCTOPUS),FROZEN:LOBSTER(RAW ROCK LOBSTER,SAND LOBSTER),MUD CRAB,SEA CRAB,RED SNAPPER,BLACK SNAPPER)",name_only
1211,Star Marine Products,"Plot No.803/1, G.I.D.C.,Estate, Veraval-362269, Gujarat, India,",GU1/MT/261/14,STAR MARINE PRODUCTS,"M/s Star Marine Products 613/2,GIDC,AREA,UDHYOG NAGAR VERAVAL 362269 Gujarat",star.mp786@gmail.com,02876-231974,9824154773,nan,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN SOLE FISH,FROZEN CROAKER FISH,FROZEN OCTOPUS FISH,FROZEN SQUID FISH,FROZEN EEL FISH,FROZEN CAT FISH,FROZEN MAHI MAHI,FROZEN QUEEN FISH,FROZEN LOBSTER,FROZEN SEA WHITE,FROZEN TUNA FISH,FROZEN MACKEREL FISH,FROZEN REEFCOD,FROZEN LEATHER JACKET FISH,FROZEN SILVER POMFRET,FROZEN HORSE MACKEREL,FROZEN LIZARD FISH,FROZEN BOMBAY DUCK,FROZEN BARRACUDA,FROZEN KINGFISH WHOLE,FROZEN CHINESE POMFRET,FROZEN BLACK POMFRET,FROZEN SCAD FISH,FROZEN SHAD FISH,FROZEN STING RAY WHOLE,FROZEN DORAB FISH,FROZEN MOON FISH,FROZEN LEATHER SKIN,FROZEN WHITE SHAD FISH,FROZEN IAPANESE THREADFIN BREAM,FROZEN INDIAN MACKEREL,FROZEN BONITO TUNA,FROZEN CUTTLE FISH WHOLE,FROZEN T T CROAKER,FROZEN SPOTTED REEFCOD,FROZEN KATI FISH,FROZEN BIG MOUTH CROAKER,FROZEN SEABREAM FISH,FROZEN YELLOWTAIL SCAD,FROZEN INDIAN OIL SARDINE)",name_only
1214,PREMIER MARINE PRODUCTS,"PLOT NO. 1309, G.I.D.C., VERAVAL-362269, GUJARAT, INDIA",,,,,,,,,no_match
1223,M/S RAJAN SEA FOODS,"Plot No. 609,G.I.D.C, VERAVAL-362269",GU1/MT/283/15,M/S. RAJAN SEA FOODS,"Plot No. 609, GIDC, Veraval 362269 Gujarat",rajanseafoodsvrl@gmail.com,9825121916,9227663480,nan,nan,name_only
1225,Sagar Marine Impex,"Behind Trivedi Weigh Bridge, Near Keval Export, Bhalka Patan Road, Veraval-362269, Gujarat, India,",GU1/RX/364/19,SAGAR MARINE IMPEX,"BEHIND TRIVEDI WEIGH BRIDGE NEAR KEVAL EXPORT, BALKA ROAD VERAVAL-362269/362269 362269 Gujarat",bhavinjoshi.doc@gmail.com,9898589612,9898589612,nan,nan,name_only
1227,Lalchand Enterprises,"SHREE DATTA NIWAS H.NO. 506,SHOP NO 1 , SECTOR- 31 NEAR DATTA MANDIR,VASHI VILLAGE, NAVI MUMBAI-400 703 MAHARASHTRA, INDIA",MA1/MT/262/13,LALCHAND ENTERPRISES,"HOUSE NO. 507, PLOT NO. 2, SECTOR 31, NEAR DATTAMANDIR, VASHI VILLAGE, NAVI MUMBAI 400703 Maharashtra",lalchandenterprises@yahoo.com,02227811261,9322737670,nan,"Chilled:Fish Wild(FRESH AND CHILLED SCOMBROIDS FISH,FRESH AND CHILLED NON-SCOMBROIDS FISH) Chilled:Shrimp Wild(FRESH AND CHILLED HON SCAMPI)",name_only
1228,Deepmala Fisheries,"Plot No. 805, GIDC Estate, Veraval - 362269, Gujarat, India,",,,,,,,,,no_match
1229,Ambar Exports,"Plot No. 610/2, G.I.D.C., Veraval - 362269, Gujarat, India,",,,,,,,,,no_match
1232,Star Marine Products (Unit-II),"Plot No.613/2,G.I.D.C.
Estate,Veraval-362269, Gujarat, India",,,,,,,,,no_match
1234,Gausia Cold Storage Pvt. Ltd.,"M-7, MIDC TALOJA, DIST. RAIGAD, MAHARASHTRA-410208, INDIA",,,,,,,,,no_match
1238,NAVRANG SEA FOOD,"Plot No.206-207,Vanana G.I.D.C,Tal-Ranavav, Porbandar-360575, Gujarat,India",GU3/MT/051/15,NAVRANG SEA FOOD,"PLOT NO. 206-207 VANANA G.I.D.C., TAL- RANAVAV, PORBANDAR 360575 Gujarat",navrangseafood@gmail.com,09725204973,9725204973,nan,"Frozen:Fish Wild(RIBBON FISH,CAT FISH,GAINT MARINE CAT FISH,INDIAN OIL SARDINE,DEEP BODIED SARDINELLA,ILLISA ILLISA,INDIAN HALIBUT,SOLE,BARRACUDA,INDIAN GOAT FISH,DARK BAND GOAT FISH,INDIAN SALMON,BOMBAY DUCK,SEA BASS,LONG SPINE SEA BREAM,JAPANESE THREADFIN BREAM,EMPORER BREAM,SPADE FISH,GREY MULLET,INDIAN DOG SHARK,WHITE CHEEKED SHARK,BLACK TIP SHARK,SILVER POMFRET,CHINESE POMFRET,BLACK POMFRET,INDIAN MACKEREL,SEER FISH,SEER FISH (SPOTTED SPANISH MACKERAL),BLACK KING FISH,LITTLE TUNNY,YELLOWFIN TUNA,BIG EYE TUNA,SKIP JACK TUNA,SNAPPER,BLOOD RED SNAPPER,BLACK SPOT SNAPPER,EMPORER RED SNAPPER,TIGER PERCH,REEF COD,CROAKER,CROAKER (ATROBUEEA NIBE),CROAKER(SCIAENA ANEUS),TIGER TOOTHED CROAKER,BLOTCHED CROAKER,DRAB CROAKER,GHOL,HORSE MACKERAL,SCAD,LEATHER SKIN,MALABAR TREVALLY,TREVALLY /PARAVA,BLACK BANDED TREVALLY,INDIAN CONGER EEL,LIZARD FISH) Frozen:Shrimp Wild(WHITE PRAWN,TIGER PRAWN,FLOWER PRAWN,PINK SHRIMP,BROWN SHRIMP,KING PRAWN,MARINE SHRIMP,JAWALA) Frozen:Cuttlefish(CUTTLE FISH,CUTTLE FISH WHOLE,CUTTLE FISH WHOLE CLEANED) Frozen:Squid(SQUID WHOLE,SQUID WHOLE CLEANED,SQUID TUBE,SQUID CUT,SQUID TENTACLES,SQUID RINGS,CUT SQUID TENTACLES AND RINGS SKIN ON) Frozen:Octopus(OCTOPUS,OCTOPUS WHOLE,OCTOPUS WHOLE CLEANED) Frozen:Lobster(SAND LOBSTER,ROCK LOBSTER(PANULIRUS PLOYHAGUS),ROCK LOBSTER(PANULIRUS ORANTUS),ROCK LOBSTER(PANULIRUS HOMARUS),DEEP SEA LOBSTER) Frozen:Crab(MUD CRAB,SEA CRAB (PORTUNUS SANGUINOLENTUS),SEA CRAB(PORTUNUS PELAGIEUS),SEA CRAB(CHARYBDIS CRUCIATA))",name_only
1239,S.C.S. IMPEX INTERNATIONAL,"PLOT NO. 200, 201/1, 201/2 & 212 G.I.D.C. ESTATE, VANANA, TA- RANAVAV, DIST: PORBANDAR â?? 360 575, GUJARAT, INDIA",,,,,,,,,no_match
1240,Jalaram Kalidas Exports.,"Plot No. 1841/1, Nr. Bhidiya Bridge, Somnath Road, Veraval-362267, Gujarat, India",,,,,,,,,no_match
1241,Vinta Cold Storage.,"Survey No.706, Near Octroi Naka, Mangrol- Veraval Highway, Mangrol - 362225, Gujarat- India.,",GU1/MT/294/16,VINTA COLD STORAGE,"VERAVAL HIGHWAY ROAD, NEAR PARAB, MANGROL/GUJARAT /362225 362225 Gujarat",vintacoldstorage2@gmail.com,9275057831,9275057831,nan,"Frozen:Fish Wild(FROZEN RIBBON FISH,FROZEN SILVER CROAKER,FROZEN YELLOW CROAKER,FROZEN SOLE FISH,FROZEN REEFCOD,FROZEN INDIAN MACKEREL,FROZEN HORSE MACKEREL,FROZEN CUTTLE FISH,FROZEN STING RAY,FROZEN SEABREAM FISH,FROZEN CAT FISH,FROZEN WOLF HERRING,FROZEN TT CROAKER,FROZEN BARRACUDA,FROZEN LEATHER JACKET,FROZEN BOMBAY DUCK,FROZEN SQUID WHOLE,FROZEN BIG MOUTH CROAKER,FROZEN KING FISH,FROZEN GHOLE FISH,FROZEN SPOTTED REEFCOD,FROZEN KATI FISH)",name_only
1242,Deepak Foods.,"Plot No. 3 To 8, Somnath Road, Veraval, Gir-Somnath-362269, Gujarat, India",GU1/MT/293/15,DEEPAK FOODS,"Plot no 3 to 8, Somnath Road Veraval 362269 Gujarat",deepakfoods2012@gmail.com,02876233157,9825237030,nan,Frozen:Fish Wild(FROZEN SURIMI),name_only
1243,J.M.SEA FOODS,SURVEY NO.17983-4  NEAR GIDC UDHYOG NAGAR   PATAN ROAD VERAVAL 362269 GUJARAT  INDIA,,,,,,,,,no_match
1244,VKM FOODS PRIVATE LIMITED,"Plot No.           M-82, MIDC, Taloja Industrial area ,                                            Dist. Raigad-410208,",MA1/MT/363/18,VKM FOODS PRIVATE LIMITED,"202, RAHEJA ARCADE, PLOT NO. 61, SECTOR 11, CBD BELAPUR , NAVI MUMBAI 400614 Maharashtra",vkmfoodspl@gmail.com,9167733020,9167733020,nan,"Frozen:Fish Wild(FROZEN TILAPIA MOON CUT,FROZEN TILAPIA WHOLE,FROZEN HORSE MACKEREL WHOLE,FROZEN MACKEREL WHOLE,FROZEN YELLOW CROCKER WHOLE) Frozen:Fish Aquaculture(FROZEN HEADON VANNAMEI SHRIMPS,FROZRN HLSO VANNAMEI SHRIMPS,FROZEN PD SHRIMPS,FROZEN PDTO SHRIMPS,FROZEN PUD SHRIMPS) Frozen:Shrimp Wild(FROZEN PD SHRIMPS SEACAUGHT,FROZEN PDTO SHRIMPS SEACAUGHT,FROZEN HLSO SHRIMPS SEACAUGHT,FROZEN HEADON SHELL ON VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE AND TENTACLES,FROZEN SQUID RINGS AND TENTACLES,FROZEN SQUID TUBES,FROZEN CUT SQUID SKIN ON)",name_only
