factory,company,location,website,species,capacity,certifications,byproduct,confidence_species,confidence_capacity,confidence_certifications,confidence_byproduct,evidence_urls,notes,cfia_ref
SYLMAR SEAFOOD INC. (CFIA Ref #1C90),SYLMAR SEAFOOD INC.,"30 CH DE LA COTE, TROIS-RUISSEAUX, NB, E4N2V7, Canada",https://www.sylmarseafood.ca/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.sylmarseafood.ca/ | https://www.seafoodsource.com/supplier-directory/sylmar-seafood-inc | https://www.sylmarseafood.ca,Verified from website text extraction,
SUN RICH FOODS CANADA INC. (CFIA Ref #6335),SUN RICH FOODS CANADA INC.,"22151 FRASERWOOD WAY, RICHMOND, BC, V6W1J5, Canada",https://www.sunrichfoods.com/menu,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.sun-rich.com/ | https://www.sun-rich.com/contact-us/ | https://www.sunrichfoods.com/menu,Verified from website text extraction,
SUMMERSIDE SEAFOOD SUPREME INC. (CFIA Ref #0826),SUMMERSIDE SEAFOOD SUPREME INC.,"105 QUEEN'S WHARF, SUMMERSIDE, PE, C1N2V5, Canada",https://seafoodfromcanada.ca/listing/summerside-seafood-supreme-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/summerside-seafood-supreme-inc/ | https://www.canada.ca/en/atlantic-canada-opportunities/news/2020/02/summerside-seafood-supreme-creating-new-culinary-products-for-international-markets.html | https://ebizpages.ca/listing/summerside-seafood-supreme-inc/ | https://seafoodfromcanada.ca/listing/summerside-seafood-supreme-inc | https://seafoodfromcanada.ca/listing/summerside-seafood-supreme-inc/product,Verified from website text extraction,
STONEY ISLAND FISHERIES (2022) LIMITED (CFIA Ref #0278),STONEY ISLAND FISHERIES (2022) LIMITED,"78 BULL HEAD RD, STONEY ISLAND, NS, B0W3J0, Canada",https://www.stoneyislandfisheries.com/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.stoneyislandfisheries.com/ | https://stoneyislandfisheries.com/contact.html | http://stoneyislandfisheries.com/news.html | https://www.stoneyislandfisheries.com,Verified from website text extraction,
STARLIGHT FISHERIES LTD. (CFIA Ref #3827),STARLIGHT FISHERIES LTD.,"151 HILLSBURN ROAD, HILLSBURN, NS, B0S1K0, Canada",https://seafoodfromcanada.ca/listing/sealight-fisheries-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/sealight-fisheries-ltd/ | https://seafoodfromcanada.ca/listing/sealight-fisheries-ltd | https://seafoodfromcanada.ca/listing/sealight-fisheries-ltd/product,Verified from website text extraction,
STAR FISH SEAFOOD LTD. (CFIA Ref #6356),STAR FISH SEAFOOD LTD.,"8-12331 BRIDGEPORT RD, RICHMOND, BC, V6V1J4, Canada",https://starfishseafoodltd.com/,"Lobster, Crab, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://starfishseafoodltd.com/ | https://starfishseafoodltd.com/contact_new/ | https://www.starseafood.com/blank-1 | https://starfishseafoodltd.com,Verified from website text extraction,
ST. MARY'S RIVER SMOKEHOUSES (CFIA Ref #3501),ST. MARY'S RIVER SMOKEHOUSES,"8000 HWY 7, SHERBROOKE, NS, BOJ3C0, Canada",https://www.stmarysriverassociation.com/,Salmon,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.facebook.com/p/St-Marys-River-Smokehouses-100054276530961/ | https://seafood.media/fis/companies/details.asp?l=e&filterby=companies&=&country_id=&page=1&company_id=125114 | https://www.stmarysriverassociation.com/ | https://www.stmarysriverassociation.com,Verified from website text extraction,
ST. MARY'S BAY FISHERIES INC. (CFIA Ref #0182),ST. MARY'S BAY FISHERIES INC.,"30 PLANT ROAD, ST. MARY'S, NL, A0B3B0, Canada",http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists,"Lobster, Oyster",Unknown,Unknown,"YES (Collagen/Gelatin, Fish oil)",HIGH,LOW,LOW,HIGH,http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists | https://ca.linkedin.com/company/st.-mary's-bay-fisheries-a-division-of-yarmouth-sea | https://www.gov.nl.ca/releases/2022/ffa-en/0524n03/,Verified from website text extraction,
St. Anthony Basin Cold Storage Limited (CFIA Ref #CS1402886),St. Anthony Basin Cold Storage Limited,"4-8 Boyd's Rd, St. Anthony, NL, A0K4T0, Canada",https://rocketreach.co/st-anthony-cold-storage-profile_b46c79cdfc5c7df8,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://rocketreach.co/st-anthony-cold-storage-profile_b46c79cdfc5c7df8 | https://ca.maptons.com/p/2194990902 | https://search.infobelpro.com/canada/en/businessdetails/CA/0354394401,Website found but pages not extractable / too thin,
SOUTHSIDE PROCESSING INC. (CFIA Ref #0775),SOUTHSIDE PROCESSING INC.,"1670 EAST KENT AVE S, VANCOUVER, BC, V5P2S7, Canada",https://intengine.com/directory/profile/3514-southside-processing-inc,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://intengine.com/directory/profile/3514-southside-processing-inc | https://www.brightsidefoods.com/ | https://intengine.com/directory/profile/3514-southside-processing-inc/products | https://intengine.com/directory/profile/3514-southside-processing-inc/product | https://intengine.com/directory/profile/3514-southside-processing-inc/our-products | https://intengine.com/directory/profile/3514-southside-processing-inc/certifications | https://intengine.com/directory/profile/3514-southside-processing-inc/certification,Verified from website text extraction,
SOFINA FOODS INC./ALIMENTS SOFINA INC. (CFIA Ref #6057),SOFINA FOODS INC./ALIMENTS SOFINA INC.,"1226 TRAFALGAR STREET, LONDON, ON, N5Z1H5, Canada",https://www.sofinafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.sofinafoods.com/ | https://www.sofinafoods.com/about-us/ | https://www.sofinafoods.com/contact-us/ | https://www.sofinafoods.com | https://www.sofinafoods.com/our-products,Verified from website text extraction,
SOFINA FOODS INC./ ALIMENTS SOFINA INC. (CFIA Ref #1748),SOFINA FOODS INC./ ALIMENTS SOFINA INC.,"401 CANARCTIC DRIVE, TORONTO, ON, M3J2P9, Canada",https://www.sofinafoods.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.sofinafoods.com/ | https://www.sofinafoods.com/about-us/ | https://www.sofinafoods.com/contact-us/ | https://www.sofinafoods.com | https://www.sofinafoods.com/our-products,Verified from website text extraction,
SLU SEAFOOD LTD. (CFIA Ref #6321),SLU SEAFOOD LTD.,"110 - 12611 VULCAN WAY, RICHMOND, BC, V6V1Y8, Canada",http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists,"Lobster, Oyster",Unknown,Unknown,"YES (Collagen/Gelatin, Fish oil)",HIGH,LOW,LOW,HIGH,http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/registers-and-lists | http://inspection.canada.ca/en/exporting-food-plants-animals/food-exports/requirements/russia/lists-establishments,Verified from website text extraction,
Siwin Foods Ltd. (CFIA Ref #1D84),Siwin Foods Ltd.,"5520 34 St NW, Edmonton, AB, T6B3V2, Canada",https://siwinfoods.ca/,Unknown,Unknown,GFSI,Unknown,LOW,LOW,HIGH,LOW,https://siwinfoods.ca/ | https://siwinfoods.ca/contact/ | https://siwinfoods.ca/about-us/ | https://siwinfoods.ca | https://siwinfoods.ca/products | https://siwinfoods.ca/product,Verified from website text extraction,
SINO CANADIAN SEAFOOD LTD. (CFIA Ref #6143),SINO CANADIAN SEAFOOD LTD.,"804 ROUTE 172, BACK BAY, NB, E5C1X2, Canada",https://seafoodfromcanada.ca/listing/sino-canadian-seafood-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.scseafoods.com/ | https://seafoodfromcanada.ca/listing/sino-canadian-seafood-ltd/ | https://www.sinoatlantic.com/seafood.htm | https://seafoodfromcanada.ca/listing/sino-canadian-seafood-ltd | https://seafoodfromcanada.ca/listing/sino-canadian-seafood-ltd/product,Verified from website text extraction,
Simmer International inc. (CFIA Ref #1D70),Simmer International inc.,"700 BOUL DE PORT-ROYAL, BÉCANCOUR, QC, G9H0M5, Canada",https://simmerinternational.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://simmerinternational.com/ | https://simmerlp.com/ | https://www.alimentsduquebec.com/en/certified-products/business/simmer-international | https://simmerinternational.com,Verified from website text extraction,
SHORE COLD STORAGE & LOGISTICS INC. (CFIA Ref #6134),SHORE COLD STORAGE & LOGISTICS INC.,"132 LITTLE BROOK ROAD, LITTLE BROOK, NS, B0W1Z0, Canada",https://shorecold.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://shorecold.ca/ | https://shorecold.ca/?page_id=182 | https://shorecold.ca/?page_id=12 | https://shorecold.ca,Verified from website text extraction,
SHELBURNE COUNTY COLD STORAGE LTD. (CFIA Ref #6149),SHELBURNE COUNTY COLD STORAGE LTD.,"1005 GOOSE LAKE, HWY 103, SHELBURNE, NS, B0T1W0, Canada",https://www.cbdc.ca/en/news/shelburne-county-cold-storage-0,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.cbdc.ca/en/news/shelburne-county-cold-storage-0 | https://www.cbdc.ca/en/news/shelburne-county-cold-storage | https://new.geds-sage.gc.ca/en/GEDS/?pgid=017&dn=T1U9U0ZPRk9PRC1CU0hFTEFMSSxPVT1JTUZPT1dFUy1JTUFMSU1PVSxPVT1OU0FPSy1CU05FSyxPVT1BVE9QTU5CLU9BTU5CLE9VPU9GVlBPLUJWUE9QLE9VPUNGSUEtQUNJQSxPPUdDLEM9Q0E=,Verified from website text extraction,
SEARISE FISHERIES LIMITED (CFIA Ref #3517),SEARISE FISHERIES LIMITED,"27 HILL ROAD, WEST CHEZZETCOOK, NS, B0J1N0, Canada",http://inspection.canada.ca/en/node/2,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,http://inspection.canada.ca/en/node/2 | https://www.novascotiaseafoodalliance.ca/sea-crest-fisheries,Verified from website text extraction,
SEARAY FOODS INC. (CFIA Ref #0937),SEARAY FOODS INC.,"6511 GRAYBAR ROAD, RICHMOND, BC, V6W1H3, Canada",https://www.searayseafood.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://searayfoods.com/ | https://searayfoods.com/products/ | https://searayfoods.com/product-category/product-type/food-service/ | https://www.searayseafood.ca,Verified from website text extraction,
SEAJOY FOODS LTD. (CFIA Ref #6255),SEAJOY FOODS LTD.,"UNIT A, 22060 RIVER ROAD, MAPLE RIDGE, BC, V2X2C3, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
