approval_no,name,company_name,country,region,city,address,town_region,latitude,longitude,geocode_confidence,geocode_formatted,primary_species,scope,expiry_date,status,verified,verification_level,admin_notes
1208,Kalpana Impex. (EIC #1208),Kalpana Impex.,India,Gujarat,G I D C Estate,"Plot No 403, G I D C Estate, Veraval",G I D C Estate,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,"PACKING OF FRESH/ CHILLED FISH & FISHERY PRODUCTS, FREEZING OF RAW FISH & FISHERY PRODUCTS(BLAST-IF) (EXCLUDING AQUACULTURE)",21/12/2027,approved,true,documentation_verified,"EIC FFP approved unit #1208. Scope: PACKING OF FRESH/ CHILLED FISH & FISHERY PRODUCTS, FREEZING OF RAW FISH & FISHERY PRODUCTS(BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 21/12/2027."
1209,"Winsor World Export ., (EIC #1209)","Winsor World Export .,",India,Gujarat,Veraval,"Plot No. 801, 802/1/2, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,"PROCESSING AND PACKING OF FRESH/CHILLED FISH & FISHERY PRODUCTS, FROZEN (BLOCK/IF-BLAST/IQF) RAW/ BLANCHED FISH & FISHERY PRODUCTS (EXCLUDING AQUACULTURE)",19/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #1209. Scope: PROCESSING AND PACKING OF FRESH/CHILLED FISH & FISHERY PRODUCTS, FROZEN (BLOCK/IF-BLAST/IQF) RAW/ BLANCHED FISH & FISHERY PRODUCTS (EXCLUDING AQUACULT.... Expiry: 19/01/2028."
1211,Star Marine Products (EIC #1211),Star Marine Products,India,Gujarat,Veraval,"Plot No.803/1, G.I.D.C.,Estate, Veraval-362269, Gujarat, India,",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE),16/02/2028,approved,true,documentation_verified,EIC FFP approved unit #1211. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 16/02/2028.
1214,PREMIER MARINE PRODUCTS (EIC #1214),PREMIER MARINE PRODUCTS,India,Gujarat,VERAVAL,"PLOT NO. 1309, G.I.D.C., VERAVAL-362269, GUJARAT, INDIA",GUJARAT,22.3901,71.6068,7,"362269, Gujarat, India",Shrimp,"MANUFACTURING OF STERILIZED FISH MEAL POWDER, PROCESSING & PACKING OF STEAM DRIED SHRIMP MEAL (UNFIT FOR HUMAN CONSUMPTION)",07/05/2028,approved,true,documentation_verified,"EIC FFP approved unit #1214. Scope: MANUFACTURING OF STERILIZED FISH MEAL POWDER, PROCESSING & PACKING OF STEAM DRIED SHRIMP MEAL (UNFIT FOR HUMAN CONSUMPTION). Expiry: 07/05/2028."
1223,M/S RAJAN SEA FOODS (EIC #1223),M/S RAJAN SEA FOODS,India,Gujarat,G.I.D.C,"Plot No. 609,G.I.D.C, VERAVAL-362269",G.I.D.C,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,Frozen (IF-Blast) Fish and Fishery products (Excluding Aquaculture),12/03/2026,approved,true,documentation_verified,EIC FFP approved unit #1223. Scope: Frozen (IF-Blast) Fish and Fishery products (Excluding Aquaculture). Expiry: 12/03/2026.
1225,Sagar Marine Impex (EIC #1225),Sagar Marine Impex,India,Gujarat,Veraval,"Behind Trivedi Weigh Bridge, Near Keval Export, Bhalka Patan Road, Veraval-362269, Gujarat, India,",Gujarat,20.9101099,70.365279,3,"Veraval, Patan Veraval Taluka, India",Fish,FROZEN (BLOCK/IF-BLAST/IQF) RAW/BLANCHED FISH AND FISHERY PRODUCTS (INCLUDING AQUACULTURE),24/03/2026,approved,true,documentation_verified,EIC FFP approved unit #1225. Scope: FROZEN (BLOCK/IF-BLAST/IQF) RAW/BLANCHED FISH AND FISHERY PRODUCTS (INCLUDING AQUACULTURE). Expiry: 24/03/2026.
1227,Lalchand Enterprises (EIC #1227),Lalchand Enterprises,India,Maharashtra,NAVI MUMBAI-400 703,"SHREE DATTA NIWAS H.NO. 506,SHOP NO 1 , SECTOR- 31 NEAR DATTA MANDIR,VASHI VILLAGE, NAVI MUMBAI-400 703 MAHARASHTRA, INDIA",NAVI MUMBAI-400 703 MAHARASHTRA,18.9854235,73.0199163,7,"Navi Mumbai Coastal Road, Targhar, - 400706, Maharashtra, India",Fish,FRESH/ CHILLED RAW FISH AND FISHERY PRODUCTS(EXCLUDING AQUCULTURE),15/05/2027,approved,true,documentation_verified,EIC FFP approved unit #1227. Scope: FRESH/ CHILLED RAW FISH AND FISHERY PRODUCTS(EXCLUDING AQUCULTURE). Expiry: 15/05/2027.
1228,Deepmala Fisheries (EIC #1228),Deepmala Fisheries,India,Gujarat,Veraval,"Plot No. 805, GIDC Estate, Veraval - 362269, Gujarat, India,",Gujarat,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IQF/IF-BLAST) (EXCLUDING AQUACULTURE),29/07/2027,approved,true,documentation_verified,EIC FFP approved unit #1228. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IQF/IF-BLAST) (EXCLUDING AQUACULTURE). Expiry: 29/07/2027.
1229,Ambar Exports (EIC #1229),Ambar Exports,India,Gujarat,Veraval,"Plot No. 610/2, G.I.D.C., Veraval - 362269, Gujarat, India,",Gujarat,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Fish,FROZEN (BLOCK/IF-BLAST) RAW FISH AND FISHERY PRODUCTS (EXCLUDING AQUACULTURE),19/03/2026,approved,true,documentation_verified,EIC FFP approved unit #1229. Scope: FROZEN (BLOCK/IF-BLAST) RAW FISH AND FISHERY PRODUCTS (EXCLUDING AQUACULTURE). Expiry: 19/03/2026.
1232,Star Marine Products (Unit-II) (EIC #1232),Star Marine Products (Unit-II),India,Gujarat,Veraval,"Plot No.613/2,G.I.D.C.
Estate,Veraval-362269, Gujarat, India",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE),31/05/2027,approved,true,documentation_verified,EIC FFP approved unit #1232. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 31/05/2027.
1234,Gausia Cold Storage Pvt. Ltd. (EIC #1234),Gausia Cold Storage Pvt. Ltd.,India,Maharashtra,MAHARASHTRA,"M-7, MIDC TALOJA, DIST. RAIGAD, MAHARASHTRA-410208, INDIA",MAHARASHTRA-410208,19.3669,73.1758,7,"410208, Mahārāshtra, India",Fish,"Packing of Fresh/ Chilled Fish and Fishery Products, Freezing of Raw Fish & Fishery Products (Block / IF) Including Aquaculture",19/09/2027,approved,true,documentation_verified,"EIC FFP approved unit #1234. Scope: Packing of Fresh/ Chilled Fish and Fishery Products, Freezing of Raw Fish & Fishery Products (Block / IF) Including Aquaculture. Expiry: 19/09/2027."
1238,NAVRANG SEA FOOD (EIC #1238),NAVRANG SEA FOOD,India,Gujarat,Porbandar,"Plot No.206-207,Vanana G.I.D.C,Tal-Ranavav, Porbandar-360575, Gujarat,India",Gujarat,21.6422,69.6093,7,"360575, Gujarat, India",Fish,Freezing Of Raw Fish & Fishery Products (Block/IF/IQF),01/11/2027,approved,true,documentation_verified,EIC FFP approved unit #1238. Scope: Freezing Of Raw Fish & Fishery Products (Block/IF/IQF). Expiry: 01/11/2027.
1239,S.C.S. IMPEX INTERNATIONAL (EIC #1239),S.C.S. IMPEX INTERNATIONAL,India,Gujarat,GUJARAT,"PLOT NO. 200, 201/1, 201/2 & 212 G.I.D.C. ESTATE, VANANA, TA- RANAVAV, DIST: PORBANDAR â?? 360 575, GUJARAT, INDIA",GUJARAT,23.0373068,72.5447481,9,"Gujarat University, Gujarat University Internal Road, Gulbai tekra, - 380009, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE),26/11/2027,approved,true,documentation_verified,EIC FFP approved unit #1239. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE). Expiry: 26/11/2027.
1240,Jalaram Kalidas Exports. (EIC #1240),Jalaram Kalidas Exports.,India,Gujarat,Veraval,"Plot No. 1841/1, Nr. Bhidiya Bridge, Somnath Road, Veraval-362267, Gujarat, India",Gujarat,23.0,71.75,1,"Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK & BLAST-IF) (EXCLUDING AQUACULTURE),11/02/2028,approved,true,documentation_verified,EIC FFP approved unit #1240. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK & BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 11/02/2028.
1241,Vinta Cold Storage. (EIC #1241),Vinta Cold Storage.,India,Gujarat,Mangrol,"Survey No.706, Near Octroi Naka, Mangrol- Veraval Highway, Mangrol - 362225, Gujarat- India.,",Mangrol - 362225,21.12268,70.11484,7,"Māngrol, Jūnāgadh, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST FREEZING),15/12/2027,approved,true,documentation_verified,EIC FFP approved unit #1241. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST FREEZING). Expiry: 15/12/2027.
1242,Deepak Foods. (EIC #1242),Deepak Foods.,India,Gujarat,Gujarat,"Plot No. 3 To 8, Somnath Road, Veraval, Gir-Somnath-362269, Gujarat, India",Gujarat,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Surimi,PROCESSING AND PACKING OF FROZEN SURIMI (FISH PASTE) FROM NON - HISTAMINE FORMING FISHES,14/12/2027,approved,true,documentation_verified,EIC FFP approved unit #1242. Scope: PROCESSING AND PACKING OF FROZEN SURIMI (FISH PASTE) FROM NON - HISTAMINE FORMING FISHES. Expiry: 14/12/2027.
1243,J.M.SEA FOODS (EIC #1243),J.M.SEA FOODS,India,Gujarat,,SURVEY NO.17983-4  NEAR GIDC UDHYOG NAGAR   PATAN ROAD VERAVAL 362269 GUJARAT  INDIA,,20.9077,70.36786,7,"Verāval, Jūnāgadh, India",Squid,"PROCESSING AND PACKING OF STEAM DRIED FISH  MEAL , FISH OIL & SQUID MEAL (UNFIT FOR HUMAN  CONSUMPTION )",17/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #1243. Scope: PROCESSING AND PACKING OF STEAM DRIED FISH  MEAL , FISH OIL & SQUID MEAL (UNFIT FOR HUMAN  CONSUMPTION ). Expiry: 17/01/2028."
1244,VKM FOODS PRIVATE LIMITED (EIC #1244),VKM FOODS PRIVATE LIMITED,India,Goa,Taloja Industrial area,"Plot No.           M-82, MIDC, Taloja Industrial area ,                                            Dist. Raigad-410208,",Taloja Industrial area,18.24229,73.43521,9,"Raigad District, Mahārāshtra, India",Fish,"Packing of Fresh/Chilled Fish & Fishery Products and Frozen Raw        (IF-Blast) Fish & Fishery Products, Packing of Vacuum Packed Fish & Fishery Products.",11/01/2028,approved,true,documentation_verified,"EIC FFP approved unit #1244. Scope: Packing of Fresh/Chilled Fish & Fishery Products and Frozen Raw        (IF-Blast) Fish & Fishery Products, Packing of Vacuum Packed Fish & Fishery Pro.... Expiry: 11/01/2028."
1245,Win Marine Products (EIC #1245),Win Marine Products,India,Gujarat,Veraval,"Plot No:1787/1-6, Near GIDC, Somnath Road, Veraval-362269, Gujarat",Veraval-362269,20.9101099,70.365279,3,"Veraval, Patan Veraval Taluka, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE),03/03/2028,approved,true,documentation_verified,EIC FFP approved unit #1245. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 03/03/2028.
1252,Packwell Craft Pvt. Ltd. (EIC #1252),Packwell Craft Pvt. Ltd.,India,Maharashtra,NAVI MUMBAI,"PLOT NO. R-902,MIDC RABALE, TTC INDUSTRIAL AREA, THANE-BELAPUR ROAD, NAVI MUMBAI - 400701, MAHARASHTRA, INDIA",MAHARASHTRA,19.1167,72.9833,7,"400701, Mahārāshtra, India",Fish,FRESH/CHILLED RAW AND FROZEN (BLOCK/IF-BLAST) RAW FISH AND FISHERY PRODUCTS (INCLUDING AQUACULTURE),17/02/2026,approved,true,documentation_verified,EIC FFP approved unit #1252. Scope: FRESH/CHILLED RAW AND FROZEN (BLOCK/IF-BLAST) RAW FISH AND FISHERY PRODUCTS (INCLUDING AQUACULTURE). Expiry: 17/02/2026.
1254,Albys Agro Pvt. Ltd (EIC #1254),Albys Agro Pvt. Ltd,India,Goa,Goa,"Plot. No.2/1 to 2/6 , Sanguem Industrial Estate, Sanguem- Xelpem, Goa- 403704, India",Goa- 403704,15.22901,74.15149,9,"Sanguem, South Goa, India",Fish,"Fresh/Chilled Raw, Frozen (Block/IF-Blast/IQF) Raw/Blanched/Cooked Fish & Fishery Products (Including Aquaculture)",25/04/2029,approved,true,documentation_verified,"EIC FFP approved unit #1254. Scope: Fresh/Chilled Raw, Frozen (Block/IF-Blast/IQF) Raw/Blanched/Cooked Fish & Fishery Products (Including Aquaculture). Expiry: 25/04/2029."
1256,Vitality Aquaculture Pvt.Ltd. (EIC #1256),Vitality Aquaculture Pvt.Ltd.,India,Gujarat,Jamnagar,"Plot No.20/21, Sr.No.120,  Zakhar, B/H Maruti Showroom,  Jamnagar Khambhaliya Highway, Padana patiya, Jamnagar-361010, Gujarat, India",Gujarat,22.47292,70.06673,6,"Jāmnagar, India",Crab,Pasteurized chilled Crab meat,13/10/2027,approved,true,documentation_verified,EIC FFP approved unit #1256. Scope: Pasteurized chilled Crab meat. Expiry: 13/10/2027.
1257,TJ MARINE PRODUCTS PVT. LTD. (EIC #1257),TJ MARINE PRODUCTS PVT. LTD.,India,Maharashtra,Ratnagiri,"B-27/28, MIDC, Mirjole, Ratnagiri-415639, Maharashtra, India",Maharashtra,17.7425,73.2869,7,"415639, Mahārāshtra, India",Fish,"Processing of Steam Dried Fish Meal, Fish oil and Fish Soluble Paste (Unfit For Human Consumption)",11/10/2027,approved,true,documentation_verified,"EIC FFP approved unit #1257. Scope: Processing of Steam Dried Fish Meal, Fish oil and Fish Soluble Paste (Unfit For Human Consumption). Expiry: 11/10/2027."
1261,Seasaga Enterprises Private Limited - Unit II (EIC #1261),Seasaga Enterprises Private Limited - Unit II,India,Maharashtra,Maharashtra,"Plot No E-27,Taloja Industrial Area, Taluka Panvel, Raigad District,Maharashtra-410208,India",Maharashtra-410208,18.24229,73.43521,9,"Raigad District, Mahārāshtra, India",Fish,"Packing of  Fresh/ Chilled Fish & Fishery Products , Freezing of Raw/Blanched/Cooked Fish & Fishery Products(Bock/IQF/IF)",20/12/2027,approved,true,documentation_verified,"EIC FFP approved unit #1261. Scope: Packing of  Fresh/ Chilled Fish & Fishery Products , Freezing of Raw/Blanched/Cooked Fish & Fishery Products(Bock/IQF/IF). Expiry: 20/12/2027."
1274,S.I.A. Impex (EIC #1274),S.I.A. Impex,India,Gujarat,Gujarat,"Plot No.811, Opp. Hanswati Exports,G.I.D.C. estate, Verval, 362269, Gujarat, India,",Gujarat,23.0,71.75,1,"Gujarat, India",Fish,FROZEN (IF-BLAST ) RAW  FISH & FISHERY PRODUCTS (Excluding Aquaculture),08/03/2029,approved,true,documentation_verified,EIC FFP approved unit #1274. Scope: FROZEN (IF-BLAST ) RAW  FISH & FISHERY PRODUCTS (Excluding Aquaculture). Expiry: 08/03/2029.
1280,Zenith Exports (EIC #1280),Zenith Exports,India,Gujarat,Estate Veraval,"Plot No.317,G.I.D.C., Estate Veraval-362269, Gujarat, India,",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE),20/07/2027,approved,true,documentation_verified,EIC FFP approved unit #1280. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE). Expiry: 20/07/2027.
1281,PROGRESS FROZEN & FISH STERILIZATION (EIC #1281),PROGRESS FROZEN & FISH STERILIZATION,India,Gujarat,Porbandar,"Zavar Naka, Porbandar-360575,Gujarat,India.",Gujarat,21.6422,69.6093,7,"360575, Gujarat, India",Fish,Steam Sterilized Fish Meal Powder (Unfit for human consumption).,10/04/2026,approved,true,documentation_verified,EIC FFP approved unit #1281. Scope: Steam Sterilized Fish Meal Powder (Unfit for human consumption).. Expiry: 10/04/2026.
1282,PRIME BIO PROTEINS (EIC #1282),PRIME BIO PROTEINS,India,Gujarat,VERAVAL,"PLOT NO. 610/1, G.I.D.C. ESTATE, VERAVAL-362269, GUJARAT, INDIA",GUJARAT,22.3901,71.6068,7,"362269, Gujarat, India",Shrimp,PROCESSING OF STEAM DRIED FISH & SHRIMP MEAL POWDER (Unfit for Human Consumption),11/04/2026,approved,true,documentation_verified,EIC FFP approved unit #1282. Scope: PROCESSING OF STEAM DRIED FISH & SHRIMP MEAL POWDER (Unfit for Human Consumption). Expiry: 11/04/2026.
1283,Amar Food Products (EIC #1283),Amar Food Products,India,Gujarat,Porbandar,"Jawar Naka, Porbandar-360575, Gujarat, India.",Gujarat,21.6422,69.6093,7,"360575, Gujarat, India",Surimi,Processing and Packing of Raw Frozen Surimi ( Fish Minced Paste),20/03/2026,approved,true,documentation_verified,EIC FFP approved unit #1283. Scope: Processing and Packing of Raw Frozen Surimi ( Fish Minced Paste). Expiry: 20/03/2026.
1286,Mindhola Foods LLP (EIC #1286),Mindhola Foods LLP,India,Gujarat,STATE,"BLOCK NO. 187/A, MOJE MAKHINGA, TALUKA PALSANA, DISTRICT-SURAT-394315, STATE- GUJARAT, INDIA",STATE- GUJARAT,23.0,71.75,1,"Gujarat, India",Fish,Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast and IQF- Brine Freezing) Raw / Marinated Fish & Fishery Products (Including Aquaculture),29/04/2026,approved,true,documentation_verified,EIC FFP approved unit #1286. Scope: Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast and IQF- Brine Freezing) Raw / Marinated Fish & Fishery Products (Incl.... Expiry: 29/04/2026.
1287,Shivganga Marine Products Unit-II (EIC #1287),Shivganga Marine Products Unit-II,India,Gujarat,Veraval,"Plot No.1314, G.I.D.C Estate, Veraval- 362269, Gujarat â?? India,",Veraval- 362269,22.0,79.0,1,India,Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/ BLAST-IF) (EXCLUDING AQUACULTURE),16/06/2027,approved,true,documentation_verified,EIC FFP approved unit #1287. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/ BLAST-IF) (EXCLUDING AQUACULTURE). Expiry: 16/06/2027.
1289,Real Frozen Foods (EIC #1289),Real Frozen Foods,India,Gujarat,Veraval,"Plot No.105/2,G.I.D.C.,Estate, Veraval-362269,Gujarat,India,",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE),25/08/2027,approved,true,documentation_verified,EIC FFP approved unit #1289. Scope: FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/IF) (EXCLUDING AQUACULTURE). Expiry: 25/08/2027.
1290,Sun Marine Export (EIC #1290),Sun Marine Export,India,Gujarat,Veraval,"Plot No. 1312, G.I.D.C Estate, Veraval-362269, Gujarat, India",Gujarat,22.3901,71.6068,7,"362269, Gujarat, India",Fish,FREEZING OF RAW./BLANCHED/COOKED FISH & FISHERY PRODUCTS (BLOCK/IQF/IF-BLAST)(INCLUDING AQUACULTURE),21/08/2027,approved,true,documentation_verified,EIC FFP approved unit #1290. Scope: FREEZING OF RAW./BLANCHED/COOKED FISH & FISHERY PRODUCTS (BLOCK/IQF/IF-BLAST)(INCLUDING AQUACULTURE). Expiry: 21/08/2027.
1302,S.A.EXPORTS (EIC #1302),S.A.EXPORTS,India,Karnataka,District- 24 Parganas(North),"Kamduni More, P.O. Kamduni Khoribari, P.S. Barasat,District- 24 Parganas(North), Kolkata-700135",District- 24 Parganas(North),22.56263,88.36304,3,"Kolkata, India",Fish,"Packing of Raw Fresh Chilled, Freezing of Raw / Blanched / Cooked Fish and Fishery Products (Block Frozen & IQF)",15/04/2026,approved,true,documentation_verified,"EIC FFP approved unit #1302. Scope: Packing of Raw Fresh Chilled, Freezing of Raw / Blanched / Cooked Fish and Fishery Products (Block Frozen & IQF). Expiry: 15/04/2026."
1303,DIGHA SEAFOOD EXPORTS PVT. LTD. (EIC #1303),DIGHA SEAFOOD EXPORTS PVT. LTD.,India,West Bengal,Kolkata,"Unit No. 7, International Seafood Processing Centre, Benfish Complex, Chakgaria, Budher Hat, 24 Parganas (South), Kolkata-700094, West Bengal",Kolkata-700094,22.5726459,88.3638953,4,"Kolkata, India",Cephalopods|Shrimp,"Freezing of Raw Fish & Fishery Products (Block/IQF), Freezing of Cooked Fish and Fishery Products (IQF) - Shrimps (Aquaculture/Sea caught/Wild caught) & Cephalopods",23/07/2027,approved,true,documentation_verified,"EIC FFP approved unit #1303. Scope: Freezing of Raw Fish & Fishery Products (Block/IQF), Freezing of Cooked Fish and Fishery Products (IQF) - Shrimps (Aquaculture/Sea caught/Wild caught).... Expiry: 23/07/2027."
1304,K.N.C. AGRO LIMITED (EIC #1304),K.N.C. AGRO LIMITED,India,West Bengal,WEST BENGAL,"UTTARSITALA, PO- PICHABONI, PS- RAMNAGAR, DIST PURBA MEDINIPUR, WEST BENGAL, 721455",WEST BENGAL,21.93732,87.77633,9,"Purba Medinipur, India",Fish,Freezing of Raw / Blanched / Cooked Fish & Fishery Products (Block Frozen & IQF),03/03/2028,approved,true,documentation_verified,EIC FFP approved unit #1304. Scope: Freezing of Raw / Blanched / Cooked Fish & Fishery Products (Block Frozen & IQF). Expiry: 03/03/2028.
1305,BASU INTERNATIONAL (UNIT III) (EIC #1305),BASU INTERNATIONAL (UNIT III),India,West Bengal,KOLKATA,"34, CHAULPATTI ROAD, KOLKATA-700010, WEST BENGAL",KOLKATA-700010,23.2169,88.985,7,"700010, West Bengal, India",Fish,Packing of Fresh/Chilled Fish & Fishery Products,27/03/2028,approved,true,documentation_verified,EIC FFP approved unit #1305. Scope: Packing of Fresh/Chilled Fish & Fishery Products. Expiry: 27/03/2028.
1311,SWARNALI EXPORTS (EIC #1311),SWARNALI EXPORTS,India,West Bengal,NORTH 24 PGS,"DIGHRA, P.O.DUTTAPUKUR, P.S. ASHOKENAGAR, NORTH 24 PGS WEST BENGAL- 743248, INDIA",NORTH 24 PGS WEST BENGAL- 743248,24.0,88.0,1,"West Bengal, India",Fish,PROCESSING OF FRESH AND CHILLED FISH/FISHERY PRODUCT,12/06/2027,approved,true,documentation_verified,EIC FFP approved unit #1311. Scope: PROCESSING OF FRESH AND CHILLED FISH/FISHERY PRODUCT. Expiry: 12/06/2027.
1312,ALASHORE MARINE EXPORTS PVT. LTD. (EIC #1312),ALASHORE MARINE EXPORTS PVT. LTD.,India,Odisha,Pin,"Plot No.D1/18(P), D1/19,D1/20, D1/37, D1/38, D1/39 (P), Somnathapur Industrial Area, Balasore, Odisha, Pin-756019",Odisha,21.5614,86.901,7,"756019, Odisha, India",Shrimp,Freezing of Raw Fish & Fishery Products (IQF) -Shrimps (Aquaculture/Sea caught/Wild caught),01/08/2027,approved,true,documentation_verified,EIC FFP approved unit #1312. Scope: Freezing of Raw Fish & Fishery Products (IQF) -Shrimps (Aquaculture/Sea caught/Wild caught). Expiry: 01/08/2027.
